Row_Index,b_country,b_RankBuy_1,b_RankBuy_2,b_RankBuy_3,b_RankBuy_4,b_Tact_1,b_Tact_2,b_Tact_3,b_Tact_4,b_Tact_5,b_Tact_6,b_Tact_7,b_Tact_8,b_Tact_9,b_Tact_10,b_PlayAI,b_AI-cues,b_AI4me,b_Ai4me-why,b_Use emotions,b_AI4u,b_PlayAI.1,b_AI-cues.1,s_country,s_RankSell_1,s_RankSell_2,s_RankSell_3,s_RankSell_4,s_Tact_1,s_Tact_2,s_Tact_3,s_Tact_4,s_Tact_5,s_Tact_6,s_Tact_7,s_Tact_8,s_Tact_9,s_Tact_10,s_PlayAI,s_AI-cues,s_AI4me,s_Ai4me-why,s_Use emotions,s_AI4u,s_PlayAI.1,s_AI-cues.1,is_AI,formattedChat,b_insight,s_insight,flag_speaker,dispute_outcome
2157,185.0,70.0,10.0,10.0,10.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,1.0,,,,,,,4.0,,185.0,10.0,10.0,65.0,15.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,,,,,,,4.0,,False,"1703156067 Buyer: hey can i have a full refund please ? also can you remove your review of me ?
1703156147 Seller: Hello. Thanks for your message. Unfortunately, this was your mistake as the item was as described so I am unable to offer a refund. Likewise, I cannot remove the review I left until you remove the untrue review that you left. Many thanks. 
1703156199 Buyer: we both know the description was wrong- can we do a deal if i remove my review of you will you give me a full refund ?
1703156268 Seller: I know the description was correct. I know you know the description was correct, However, I would like to come to an agreement that suits us both. If you remove your negative and false review of my store
1703156353 Buyer: okay if you refund me the full amount  i will remove the review i left about your store and i would like an apology - if we can agree on that please ? i also would likethr review you wrote of me removed 
1703156443 Seller: Unfortunately, that's unreasonable. I can only offer a partial refund at the most if you remove the bad review of my store. That is all. I run an honest business. I don't like to deal with dishonest customers. 
1703156477 Buyer: okay then i accept your deal
1703156517 Seller: That's a deal then. 
1703156524 Buyer: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.
1703156554 Seller: Reject Deal
1703156582 Seller: Submitted agreement: Buyer gets partial refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.
1703156595 Buyer: Accept Deal
",9.0,2.0,1.0,0.0
2158,185.0,80.0,10.0,0.0,10.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,,,,,,,4.0,,185.0,50.0,5.0,35.0,10.0,4.0,5.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,,,,,,,4.0,,False,"1703156728 Buyer: Hi, can I have refund please for my last purchase 
1703156758 Seller: I do not think offering a refund is needed here as the item was as described but I am sorry you feel otherwise.
1703156839 Buyer: thank you for your response, but item was not what your were offering on the website. can I have refund please
1703156913 Seller: It is in both our best interests to reach a mutual agreement. Perhaps I could formally offer you an apology but not offer a refund for the reasons stated? What would you agree to do to reach a compromise here?
1703157005 Buyer: this item is important for me sorry. thank you for apology but I really need that money. I'm a student. please can I have a refund please? 
1703157045 Seller: If I offer you a refund will you retract the bad review and offer me an apology?
1703157085 Buyer: I'll delete my review, %100
1703157168 Seller: okay so are we agreed on the outcome of 1. full refund 2. retract bad review of you 3. you retract bad review of me 4. I apologise to you 5. you apologise to me?
1703157223 Buyer: yeah, I'm agree with that. seems fair. 
1703157249 Seller: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703157268 Buyer: Accept Deal
",10.0,2.0,1.0,0.0
2159,185.0,70.0,15.0,10.0,5.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,,,,,,,1.0,,187.0,40.0,10.0,40.0,10.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,,,,,,,3.0,,False,"1703157757 Buyer: I want a full refund for the T-shirt. thanks.
1703157833 Seller: I don't have an issue refund the money but i would have to ask you to take down the negative review you have of me
1703157898 Buyer: That sounds a fair deal. I agree to take down the negative review when I receive the full refund.
1703157970 Seller: I think you should take it down first. If you don't get your refund after, You can do way worse
1703158046 Buyer: Ok I agree to take it down first. Will you also retract the bad review of me? This affects my personal reputation.
1703158211 Seller: yeah that won't be a problem so long you post formal apology for me to aid my reputation
1703158277 Buyer: I will post a formal apology. Will you also apologise for the distress caused?
1703158411 Seller: I would give you a partial refund if i have to tend a apology for you.
1703158478 Buyer: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.
1703158572 Seller: Accept Deal
",5.0,2.0,3.0,0.0
2161,185.0,20.0,20.0,20.0,40.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,,,,,,,5.0,,126.0,20.0,30.0,40.0,10.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,,,,,,,2.0,,False,"1703156859 Seller: Please we dont do refunds
1703156894 Buyer: i like to return order and request full refund
1703156933 Seller: At the moment we dont so refund, Please what is the issue
1703156987 Buyer: i didnt get what i ordered for i got something entirely
1703157042 Seller: I am so sorry about that, please how can we settle that. we have a no return policy
1703157086 Buyer: i want a full refund what can you offer?
1703157163 Seller: Please i need you to reason with me on that, You got what you ordered. I am so sorry for any problem
1703157228 Buyer: then lets come to an agreement  what can you offer? i didnt get what i ordered
1703157284 Seller: I will give you a discount on your next order, you already a customer.
1703157375 Buyer: 50% discount?
1703157407 Seller: Thats a fair deal then.
1703157537 Buyer: alright since you apologised you will retracts the bad review and i will delet mine so we can finalize the deal
1703157571 Seller: Thats great, Thank you very much.
1703157585 Buyer: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.
1703157603 Seller: Accept Deal
",9.0,1.0,3.0,0.0
2162,185.0,15.0,15.0,20.0,50.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,4.0,,185.0,75.0,0.0,25.0,0.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,,,,,,,5.0,,False,"1703156627 Buyer: Hi there. Hope you're well. I'm looking to receive a refund for the order I placed. I received the wrong product, and I'm not happy with the review that was placed on my account after this event. If you're able to sort this, that would be great. Thanks
1703156757 Seller: Hi there. Thanks for reaching out. I understand your concern and I would like to reach an agreement. I understand you're upset but the website clearly specified that the item did not have a specific player's name. I also felt that your negative review was misleading and upsetting. I'd be happy to remove the negative review and apologize for the inconvenience.
1703156942 Buyer: An agreement would be great. The pictures were very misleading and it had the players name on. I'm sure if you're purchased before, generally your focus goes towards the picture and image. Therefore, I'd be happy to receive a partial refund only. Rather than a full, as you mention it was in description.
1703157010 Seller: Ok sounds good. Partial refund, we remove our bad reviews and we both apologize for the inconvenience? Would that work?
1703157068 Buyer: Yes that suits me. Happy to agree on that
1703157133 Seller: Perfect I will finalize the deal now
1703157156 Buyer: I will that that too now!
1703157187 Seller: Great - I think we need min 8 messages so typing back
1703157197 Buyer: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703157204 Seller: Accept Deal
",6.0,5.0,3.0,0.0
2168,185.0,45.0,25.0,25.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,,,,,,,3.0,,185.0,20.0,10.0,40.0,30.0,1.0,5.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,,,,,,,2.0,,False,"1703158943 Buyer: Hello, the item you sent to me was incorrect, I would like a refund.
1703159017 Seller: I'm sorry that you thought it was incorrect but the item listed clearly stated what it was, so I'm sorry that I can't offer a refund
1703159072 Buyer: Then I am afraid I must keep my bad review of you up
1703159152 Seller: I would prefer that you did not do that, as I will then clearly state what I have already mentioned above and that you have also done this before, with another seller
1703159266 Buyer: That would be a lie. If you retract your negative review of me and offer an apology, then I would consider not pursuing a refund and retracting my negative review.
1703159411 Seller: Okay, I will apologise sincerely, if you believe what you had purchased is wrong then we will be be happy with the outcome.
1703159536 Buyer: Excellent. One more thing to consider, I will not purchase anything else from your store again after this situation. If you offer me a refund I will happily buy from your store in the future, are you willing to do that?
1703159664 Seller: No sorry, I can't do that for the reasons already given. I have said sorry for the mistake, that you believed, so you can retract your negative view and this will be best for both of us.
1703159742 Buyer: So, you will retract your negative review of me and write a public apology, and in return I will retract my negative review and not pursue a refund. Is that a deal?
1703159900 Seller: No, I clearly stated that I would apologise to you, which I have done and then you said that you would retract your negative review. So, you can either do this or I will keep to my review of you. You can either do this or apologise to me, on the review, saying that you had made a mistake
1703160029 Buyer: Ok then I will apologise also, you retract your review of me also
1703160089 Seller: Ok, that is fine with me, let's do that thank you and goodbye
1703160113 Buyer: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703160137 Seller: Accept Deal
",7.0,0.0,3.0,0.0
2176,187.0,50.0,10.0,40.0,0.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,,,,,,,3.0,,111.0,25.0,25.0,25.0,25.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,,1.0,,False,"1703175594 Buyer: Hello
1703175600 Seller: Hello
1703175671 Buyer: I am looking to resolve our dispute over my recent purchase. I purchased a Kobe Bryant jersey but I received a jersey for another player. I recognize that there can be many reasons for this but I think it is fair for to ask for a refund and for you to retract your bad review of me. Thank you 
1703175755 Seller: I understand this might be a misunderstanding at the time of the purchase, if you feel like you need to leave a bad review we accept it and I offer you an apology for this situation.
1703175796 Buyer: Thank you. Will I be receiving a refund for this product? 
1703175826 Seller: For this time I will be able to provide the refund once you send it back 
1703175883 Buyer: Thank you, how about the bad review that you posted about me? I was just trying to be truthful in my review but I appreciate the way you are working with me right now and I can retract my review of you 
1703175944 Seller: If you feel like we don't deserve the bad review please remove it
1703175961 Buyer: Of course, how about the review you wrote of me?
1703175988 Seller: I will remove it since we are finding a solution now
1703176016 Buyer: Thank you! I appreciate working with you today and will update my review. Thanks again!
1703176029 Seller: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.
1703176089 Buyer: Accept Deal
",2.0,0.0,1.0,0.0
2177,111.0,80.0,5.0,10.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,,,,,,,2.0,,187.0,20.0,15.0,35.0,30.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,,,,,,,2.0,,False,"1703179300 Buyer: i didnt receive my package 
1703179350 Seller: Im sorry you didnt receive your package. Dis you receive tracking information?
1703179367 Buyer: i did, it was supposed to arrive 2 day ago
1703179441 Seller: Ok then,. Im sorry that happened to you. We can obviously give you a refund for items you didnt receive once we check with  the carrier to see what happened to the package. It could still just be delayed.
1703179626 Buyer: i would like a refund yes thanks
1703179788 Seller: Ok, we can issue a full refund once we confirm the package has been lost by the carrier. We would ask about a negative review you posted also. We dont have control over carriers and lost packages. We did what was promised and shipped the items but the carrier lost the package. We have minimal control over that.
1703180076 Buyer: okay, once that i received my package or refund i can remove that review, i saw as well that your company did a bad review as me, i would like that to be removed as well
1703180145 Seller: Yes, we remove the bad review of you as well. We apologize for the inconvenience and the bad review. 
1703180180 Buyer: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703180200 Seller: Accept Deal
",11.0,0.0,3.0,0.0
2178,111.0,30.0,40.0,0.0,30.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,,,,,,,2.0,,111.0,70.0,10.0,5.0,15.0,2.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,,,,,,,4.0,,False,"1703176835 Buyer: hi
1703176847 Seller: Hello there, what seems to be the issue?
1703176873 Buyer: I would like to make a refund 
1703176894 Seller: why?
1703176923 Buyer: the product I received was not the one I saw on the website. 
1703176989 Seller: The website clearly states that the product is not of an specific player, I'm afraid I cannot give you a refund for the product
1703177016 Buyer: at least I could keep my negative review 
1703177097 Seller: I would preffer you not to, the product was delivered as you ordered it so I see no bad thing done by me, if you want to keep your negative review I would at least ask you to write an apology on it
1703177149 Buyer: the problem was not mine the publication specified something different from what I received. 
1703177237 Seller: The publication specified that the product was not of a particular player or number, unfortunately it is not an issue with the product, it seems as though you might not have read the publication carefuly enough
1703177251 Buyer: I have screenshots so I would like an apology in addition to my refund and to keep the negative review or it would just show that you are not transparent with your customers. 
1703177377 Seller: I have a reputation of being very transparent, a negative review will not affect that for all of the customers that have bought and actually read the publication. I'm afraid I can't offer you a refund. If ypu prefer to keep the negative review that is your right but I would not be apologizing because it was you who didn't correctly read the publication, if anything I'm the one that deserves an apology
1703177540 Buyer: clearly I read the publication well otherwise I would never have bought and the screenshots could certify that I read your review well and you do not want to make me valid neither the refund nor the apologies I have my brother in the hospital have a little empathy please. 
1703177708 Seller: I'm sorry to hear about your brother, as I said before all purchases are final, that is very clearly stated in the publication. The screenshots will do nothing but verify that what I am saying is correct, the publication states that numbers and players are not personalized and that there are no refunds. As it is the case you are free to keep the product and the negative review. I'm not trying to be the bad guy here, we all have issues happening with pur lives, as you are I'm meerely asking for your understanding in the matter
1703177745 Buyer: I am willing to give 25% of the total refund and keep my review. 
1703177826 Seller: Then again, I'm sorry but I cannot accept to give you a refund. You can keep the negative review and I will even forget about receiving an apology from you but the refund is out of the table.
1703177935 Buyer: and how about an apology, you would look good to your clients and you could show my brother the apology and he and I would have peace of mind. 
1703178060 Seller: I understand where you are coming on this, however I don't understand what would I be apologizing abot? I'm positive that I wrote every last detail on the publication, and if you have the screenshots, as you said, It would be easy to see
1703178121 Buyer: so it is only feasible to leave my review?
1703178139 Seller: I would think so, yes
1703178148 Buyer: ok
1703178164 Seller: Would that be all then?
1703178173 Buyer: si
1703178199 Seller: Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.
1703178224 Buyer: Accept Deal
",2.0,10.0,1.0,0.0
2179,31.0,40.0,20.0,30.0,10.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,4.0,,111.0,50.0,10.0,30.0,10.0,,,,,,,,,,,,,,,,,,,False,"1703176642 Buyer: hello i would like a refund for my item, i was mislead into thinking it was for a kobe bryant jersey and i received a different name. i only bought it beacuse it was kobe
1703176701 Seller: Sorry that you are not happy with your product, I hope I can help you, nevertheless, the product specification says is random player
1703176764 Buyer: i understand that it may have said that,  but in the picture i thought it was for kobe bryant, i think i deserve a refund or atleast an exchange? is there anything you can do for me, it is a gift for someone who is ill
1703176896 Seller: The refund is not possible because of the Terms and Services of the store, this was not a mistake from us, it was a misunderstanding from your side 
1703176971 Buyer: i understand, but i was mislead, the site was not clear and i think i deserve some sort of compensation. is it possible to atleast get a partial refund? i am a good customer, i derserve something 
1703177074 Seller: I have seen your bad reviews, that is not a good costumer behave
1703177175 Buyer: the only bad review i have is from u, other than that i have been a reputable customer. i think you are being very harsh with your customers and are not being kind to us. would you atleast retract the review that you put about me? i understand we see things differently but i have the right to ask for what i want
1703177334 Seller: I will retract the review if you agree to do the same, is sad that you don't like the product, nevertheless is not op to me to grant you the refund, the terms and conditions not allow me, sorry
1703177427 Buyer: that is fair, i will remove the review i put as well. I apologize that i wrote that about you and hope we  can end on a good note. All though i am not happy and believe i deserve a refund, i will not take this out on you as it was a misunderstanding. thank you for being honest.
1703177514 Seller: Thank you
1703177530 Buyer: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703177548 Seller: Accept Deal
",,,3.0,0.0
2180,31.0,50.0,8.0,40.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,,,,,,,2.0,,31.0,30.0,15.0,15.0,40.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,,,,,,,4.0,,False,"1703176195 Buyer: Hi, I recently purchased a jersey and the wrong item was sent to me. I would like to return this item and receive a refund
1703176249 Seller: Hi! We saw that you wrote a negative review on our website. Would you be willing to take down the review after a refund and return?
1703176278 Buyer: Sure, I can update the review to leave a positive note that the customer service was good
1703176336 Seller: No worries than! It's of no cost to us and we value our relationship with our clients, we are so sorry for the wrong order being sent out.
1703176401 Buyer: Thank You. I have noticed that you also left a bad review to me. Can you kindly update that as it was no fault of my own?
1703176488 Seller: For sure! You never reached out to us with your complaint so we had to make sure that our customers knew that refunds were always on the table, but we are happy to update it afterwards!
1703176526 Buyer: Great. I would also like to apologize to you for any inconvenience that was caused because of me. 
1703176574 Seller: No worries, we hope to have served you well today and that you come to shop again, we'll get the refund processed ASAP.
1703176588 Buyer: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703176597 Seller: Accept Deal
",12.0,5.0,3.0,0.0
2181,111.0,50.0,15.0,25.0,10.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,,,,,,,5.0,,187.0,60.0,5.0,20.0,15.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,,,,,,,3.0,,False,"1703177008 Buyer: my iteam is wrong, and don't ask for that. I DEMAND A FULL REFUND AND AN APOLOGY
1703177052 Seller: Your item is not wrong
1703177097 Buyer: Why is not wrong? you clearly you changed the description of the item after selling it to me
1703177197 Seller: I did no such thing, the description is the same as it was  the item description stated that is not for a particular player
1703177302 Buyer: It clearly said that I was going to receive the Kobe Bryan jersey, and I paid a price for that, if I didn't receive it I want to receive a refund, because this item was going to be for my nephew who is terminally ill.
1703177430 Seller: It was no stated like that, i have clearly stated that the item is not for a particular player. i cannot give you a refund. I demand an apology from you for your negative review about me
1703177517 Buyer: I'm not going to withdraw my review because you clearly scammed me, and it's not okay to play with people's time or money.
1703177598 Seller: I did not scam you in any way. I will not give you a refund either
1703177611 Buyer: If you really want me to remove my review, we have to reach an agreement where we both benefit
1703177643 Seller: I cannot give a refund 
1703177708 Buyer: i cannot remove my review either, and I will continue putting comments on your page so that no one else buys from you again.
1703177803 Seller: I can actually do same to you for other sellers to know you are not a good customer. Remove the review apologize and i will remove my review too. With that we can keep a good relationship. Aside that there is absolutely nothing i can do for you
1703177848 Buyer: Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.
1703177893 Seller: Reject Deal
1703177929 Seller: Apologize and lets finalize this thing once and for all, take off the review and i will do same
1703177995 Buyer: In order for me to withdraw my review, I at least require that you return half of what I paid.
1703178033 Seller: The refund is impossible but  can take of the negative review about you.
1703178089 Buyer: why is it impossible? If it is impossible for you to return half the money, it will also be impossible to remove my review
1703178193 Seller: then no deal
1703178207 Buyer: Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.
1703178401 Seller: Accept Deal
",2.0,5.0,3.0,0.0
2182,187.0,30.0,20.0,25.0,25.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,,,,,,,3.0,,111.0,10.0,10.0,30.0,50.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,,,,,,4.0,,False,"1703176975 Buyer: Hi, I received a product that did not match the description on the website. I would like to request a refund
1703177017 Seller: Hello, what article are we talking about?
1703177053 Buyer: The replica of LA Lakers t-shirt of Kobe Bryant
1703177134 Seller: That t-shirt can be from any player, it says so in the product description, so I can't offer you a refund.
1703177193 Buyer: When I saw the description before ordering, it clearly mentioned Kobe's name.
1703177272 Seller: I'm sorry but the description never mentions that it is a kobe's t-shirt, but how about if I offer you a discount for another purchase?
1703177369 Buyer: It did before I ordered the t-shirt. Now it is gone. Please issue the refund, I shall return the product.
1703177435 Seller: as I mentioned I cannot offer you a refund as the product description was always clear, the most I can do is to offer you a discount and remove your negative review.
1703177516 Buyer: That's unfair. I clearly saw the name mentioned in the description beforee buying why is it removed now? I cannot accept this
1703177583 Seller: We have not made any updates to the site. I think you are getting confused and affecting our business with your negative reviews.
1703177694 Buyer: I am leaving the negative comment there to show what you truly are so others aren't fooled by it and fall into the trap. Besides I paid $75 because it mentioned Kobe's name. I wouldn't have paid so much otherwise
1703177754 Seller: I propose you something, I offer you a 50% refund and remove the negative review of you, and in return you remove the negative review of my store.
1703177823 Buyer: Alright, deal.
1703177873 Seller: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.
1703177898 Buyer: Accept Deal
",2.0,0.0,1.0,0.0
2183,31.0,70.0,30.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,4.0,,111.0,50.0,15.0,30.0,5.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,,,,,,,5.0,,False,"1703176740 Buyer: Hi, how are you doing today? I was hoping we could discuss a way to come to a mutual understanding about our issue. Thanks a lot for your time.
1703176789 Seller: Hello, I'm good thanks. What seems to be the issue? I'd be glad to help.
1703176846 Buyer: I ordered a jersey which was listed as specifically a replica of Kobey's from the Lakers. However I received one of a player I do not know. I was hoping I could get a refund, and I'd be more than happy to send your product back.
1703177028 Seller: I understand. In the details for the item in the shop, it is not written that the jersey is specifically from that player. Despite that, I would be happy to send a refund if the product is sent back as stated.
1703177106 Buyer: Perfect, I really appreciate it. As for the reviews, I'll be leaving my review up but I'm more than happy to add an apology stating the steps you've taken to correct this for me, as I'm satisfied with the outcome.
1703177253 Seller: Thanks for the apology, I will remove the bad review seeming that we were able to discuss politely and get to an agreement. Sorry that you had a bad experience, hopefully next time everything goes perfect.
1703177288 Buyer: Thanks a lot, you didn't need to do that but I appreciate it. You've been extremely helpful.
1703177422 Seller: It's no problem at all. Thanks for staying polite at all times. Have a nice day :)
1703177437 Buyer: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller didn't apologize, and buyer did apologize.
1703177461 Seller: Accept Deal
",12.0,0.0,3.0,0.0
2184,187.0,80.0,5.0,10.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,,,,,,,2.0,,111.0,20.0,50.0,10.0,20.0,2.0,4.0,4.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,,,,,,,4.0,,False,"1703177671 Buyer: Hi, how are u? I need to talk with someone for a mistake with my jersey
1703177689 Seller: Sure, tell me please, whats the problem?
1703177779 Buyer: I bought a jersey for a some player  but u send me from a player thaat I not recognized
1703177832 Seller: I see, in the advertisement it seems to me that we do not offer the shirt of a specific player, give me a second and I will verify it
1703177993 Buyer: I have a photo of the advertisement, when said specific the player that i wanted, I regret the inconvenience but its a gift
1703178023 Seller: In fact, the offer of the shirt is not for a specific player, you could receive one at random, our promotion does not specify the model with a specific name
1703178152 Buyer: So, i mencioned before that it's a special gift, and i don't need the shirt of this player, i need the another ,so you can help me a receive a refund please
1703178223 Seller: I am very sorry for the inconvenience, but since it is on sale we do not have returns, I could offer you to send a new shirt and I will make sure you receive the one you need
1703178319 Buyer: No, i don't want 2 shirts, i only need one! Anyways, you post a bad review of  me in the page, can u remove
1703178403 Seller: Oh, of course, but i dont see the bad review, let me check, i could offer you a partial refund for the first shirt if you buy the second one 
1703178594 Buyer: its a great deal  Thanku so much, i repet my apologize but its important for me
1703178713 Seller: Ok, for this ocasion i will offer you a total refund, I hope you can continue to be our customer, we hope that you buy with us soon, I would only ask that you please delete the bad review from our store since that would greatly affect our sales.
1703178841 Buyer: Of course, you have a excellent costumer service :)
1703178860 Seller: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703178878 Buyer: Accept Deal
",7.0,1.0,1.0,0.0
2185,31.0,20.0,10.0,10.0,60.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,,,,,,,4.0,,31.0,40.0,10.0,30.0,20.0,2.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,,,,,,,4.0,,False,"1703177237 Buyer: hello how are you
1703177250 Seller: Hellow I am good, how are you?
1703177312 Buyer: Doing well, nothing to complain about, this is a cool study. So in terms of this issue, tell me what your most important agreement was?
1703177355 Seller: I think it's important that a refund should not be offered.
1703177432 Buyer: interesting, I had that the seller should apologize to myself as the most important, as I thought it would resolve the conflict best. I totally get your view as well, I mean it definetly did say no refunds. 
1703177618 Seller: Yeah that's a good point, I think it would be helpful if both parties acknowledged the conflict and apologized for their actions - since I don't think it was cool for the seller to leave a bad review of the buyer just based on their previous history and without trying to resolve things. 
1703177796 Buyer: Yep I agree, so the seller apologizes to you, our agreement is: Yes. I recieve a refund I think you described and I agree our agreement is: No. And You should apologize to the seller: Yes? 
1703177874 Seller: Yep thats correct. Assuming with the apologies that we are also acknowledging to move on from the issue, can we also agree to both remove our bad reviews of each other?
1703177913 Buyer: Yep exactly, that sounds great to me. 
1703177955 Seller: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.
1703177979 Buyer: Accept Deal
",0.0,1.0,1.0,0.0
2186,111.0,20.0,10.0,35.0,35.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,1.0,1.0,,,,,,,4.0,,111.0,60.0,15.0,15.0,10.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,,,,,,,2.0,,False,"1703178303 Buyer: Hello, I'm looking for a refund as the product I received was different than the one advertised. Also, I got a bad review and I would like that to be removed as well. Thanks
1703178486 Seller: Hello, I'm sorry to hear that, but what was published in the description of the product is what you got, i can´t offer a refund for that. The bad review is because the bad attitude you have towards my business, you are recieveng what you are buying, so there is no problem.
1703178581 Buyer: What I got is unfortunately not what I ordered, I specifically requested a Kobe Bryant jersey and I got a different one altogether, the website's description was changed after I received my product and the bad review could affect my account, you could look into my account and see that I've never gotten a bad review.
1703178774 Seller: That's not what happend, the description has not been changed at any moment, it was not specified that the jersey was from Kobe Bryant, that's why i can't offer you any refund. I have a bad review from you as well, and it does affect my bussines also, i have never got any problem whatsoever. I'll tell you what we can do, i can offer you a discount in your next purchease, and if you take down your bad review i take down mine.
1703178846 Buyer: Could we instead do a 50% refund and we both remove our bad reviews?
1703178984 Seller: I'm affraid that is not possible, i can offer you a 20% discount on your next purchase for the inconvenience, and we both remove our bad reviews, that's what seems fair for both of us. what do yout think?
1703179081 Buyer: To be honest a 20% discount isn't really much and I doubt I'd reorder another product, let's just remove the bad reviews.
1703179184 Seller: Very well, i agree to that, let's take down the bad reviews. Thank you.
1703179216 Buyer: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.
1703179234 Seller: Accept Deal
",0.0,5.0,3.0,0.0
